date,num
2011-10-06,43
2011-10-07,30
2011-10-08,194
2011-10-09,1
2011-10-12,6
2011-10-28,1
2011-10-31,1
2011-11-16,4
2011-12-08,6
2011-12-09,4
2011-12-18,3
2011-12-23,2
2011-12-26,2
2011-12-27,4
2011-12-28,1
2011-12-31,1
2012-01-02,1
2012-01-15,2
2012-01-27,8
2012-02-01,4
2012-02-02,3
2012-02-06,2
2012-02-07,6
2012-02-08,6
2012-02-10,3
2012-02-15,1
2012-02-21,1
2012-02-29,1
2012-03-09,41
2012-03-10,5
2012-03-13,8
2012-03-14,9
2012-03-15,1
2012-03-16,1
2012-03-17,5
2012-03-19,1
2012-03-21,1
2012-03-22,6
2012-04-05,1
2012-04-13,7
2012-04-17,14
2012-04-18,1
2012-04-19,1
2012-05-01,6
2012-05-02,3
2012-05-10,3
2012-05-17,35
2012-05-21,17
2012-05-30,1
2012-05-31,1
2012-06-01,48
2012-06-15,5
2012-06-17,2
2012-06-19,2
2012-06-25,1
2012-06-26,1
2012-07-03,4
2012-07-22,1
2012-07-28,1
2012-07-29,1
2012-08-02,2
2012-08-03,9
2012-08-10,6
2012-08-11,5
2012-08-16,4
2012-08-17,150
2012-08-18,66
2012-08-20,5
2012-08-21,22
2012-08-22,11
2012-08-23,1
2012-09-06,1
2012-09-09,1
2012-09-11,52
2012-09-30,1
2012-10-05,1
2012-10-06,1
2012-10-18,1
2012-10-19,14
2012-11-09,3
2012-11-12,5
2012-11-13,2
2012-11-16,1
2012-11-21,2
2012-11-24,1
2012-11-25,4
2012-11-26,1
2012-11-27,1
2012-11-28,1
2012-12-08,1
2012-12-17,1
2012-12-29,1
2012-12-31,3
2013-01-01,4
2013-01-02,4
2013-01-28,2
2013-02-01,1
2013-04-29,1
2013-05-05,13
2013-05-06,1
2013-05-09,3
2013-05-17,1
2013-05-18,1
2013-05-20,18
2013-05-23,2
2013-05-26,5
2013-06-01,4
2013-06-03,3
2013-06-08,1
2013-06-10,1
2013-06-13,5
2013-06-15,20
2013-06-22,2
2013-06-23,1
2013-07-15,11
2013-07-16,2
2013-07-17,23
2013-07-18,11
2013-07-19,31
2013-07-21,59
2013-07-22,62
2013-07-23,152
2013-07-24,142
2013-07-25,19
2013-07-26,73
2013-07-27,89
2013-07-28,23
2013-09-11,10
2013-09-14,2
2013-09-20,1
2013-09-28,2
2013-09-30,1
2013-10-07,4
2013-10-10,1
2013-10-13,1
2013-10-28,13
2013-10-29,3
2013-10-31,8
2013-11-05,1
2013-11-06,1
2013-11-07,1
2013-11-15,4
2013-11-20,2
2013-11-23,6
2013-11-24,1
2013-11-30,1
2013-12-02,1
2013-12-19,1
2013-12-21,1
2013-12-26,3
2014-01-19,7
2014-01-22,18
2014-03-01,1
2014-03-19,1
2014-04-25,1
2014-05-14,7
2014-05-16,20
2014-06-19,8
2014-07-04,2
2014-08-07,1
2014-08-16,21
2014-08-17,89
2014-08-19,118
2014-09-19,2
2014-09-30,2
2014-10-01,4
2014-10-03,3
2014-10-06,2
2014-10-17,4
2014-10-20,5
2014-10-21,4
2014-10-22,1
2014-10-23,5
2014-10-24,2
2014-10-26,1
2014-10-27,5
2014-10-28,3
2014-10-30,4
2014-10-31,21
2014-11-01,4
2014-11-03,2
2014-11-04,10
2014-11-05,4
2014-11-06,2
2014-11-11,4
2014-11-13,34
2014-11-17,11
2014-11-18,2
2014-11-19,1
2014-11-21,2
2014-11-22,1
2014-11-25,1
2014-11-26,2
2014-11-27,7
2014-11-28,11
2014-12-01,1
2014-12-03,8
2014-12-05,2
2014-12-09,20
2014-12-10,4
2014-12-11,1
2014-12-12,2
2014-12-16,1
2014-12-18,11
2014-12-19,1
2014-12-20,2
2014-12-24,65
2014-12-25,90
2014-12-26,116
2014-12-27,35
2014-12-28,27
2014-12-29,18
2014-12-30,5
2015-01-06,1
2015-01-14,5
2015-01-20,2
2015-01-25,12
2015-01-31,3
2015-02-09,1
2015-02-13,1
2015-02-16,1
2015-02-17,1
2015-02-23,3
2015-02-24,1
2015-03-01,1
2015-03-02,2
2015-03-05,10
2015-03-06,3
2015-03-10,2
2015-03-18,1
2015-03-19,2
2015-03-22,1
2015-03-23,2
2015-03-24,3
2015-03-28,3
2015-03-29,128
2015-03-30,231
2015-03-31,240
2015-04-01,55
2015-04-02,40
2015-04-12,14
2015-04-17,2
2015-04-22,1
2015-04-23,2
2015-04-25,2
2015-04-27,1
2015-04-28,1
2015-05-01,2
2015-05-04,1
2015-05-06,7
2015-05-07,2
2015-05-13,2
2015-05-14,2
2015-05-17,3
2015-05-18,13
2015-05-22,96
2015-05-23,72
2015-05-24,1
2015-05-25,9
2015-05-26,4
2015-05-27,40
2015-05-30,9
2015-05-31,1
2015-06-06,5
2015-06-08,1
2015-06-10,1
2015-06-11,2
2015-06-15,1
2015-06-17,3
2015-06-23,1
2015-06-24,1
2015-06-26,1
2015-06-30,2
2015-07-01,9
2015-07-03,11
2015-07-08,70
2015-07-09,138
2015-07-12,1
2015-07-15,4
2015-07-16,1
2015-07-17,1
2015-07-21,33
2015-07-24,7
2015-07-25,35
2015-07-26,63
2015-07-31,72
2015-08-05,4
2015-08-06,120
2015-08-07,136
2015-08-08,22
2015-08-09,39
2015-08-10,81
2015-08-11,130
2015-08-12,166
2015-08-13,24
2015-08-14,10
2015-08-16,2
2015-08-20,6
2015-08-21,27
2015-08-22,98
2015-08-23,13
2015-08-24,1
2015-08-25,1
2015-08-29,2
2015-09-02,13
2015-09-03,5
2015-09-04,68
2015-09-05,7
2015-09-06,17
2015-09-07,12
2015-09-08,130
2015-09-09,10
2015-09-10,17
2015-09-11,5
2015-09-12,35
2015-09-13,28
2015-09-14,21
2015-09-15,33
2015-09-16,26
2015-09-17,5
2015-09-18,12
2015-09-19,6
2015-09-20,3
2015-09-21,2
2015-09-22,3
2015-09-23,3
2015-09-24,31
2015-09-25,10
2015-09-26,45
2015-09-27,25
2015-09-28,2
2015-09-29,1
2015-09-30,10
2015-10-01,11
2015-10-02,35
2015-10-03,3
2015-10-04,52
2015-10-05,7
2015-10-06,4
2015-10-07,2
2015-10-08,23
2015-10-10,162
2015-10-11,1
2015-10-12,4
2015-10-13,4
2015-10-14,3
2015-10-15,3
2015-10-16,7
2015-10-17,18
2015-10-18,3
2015-10-19,2
2015-10-20,7
2015-10-21,1
2015-10-22,7
2015-10-23,1
2015-10-24,16
2015-10-25,3
2015-10-27,3
2015-10-28,1
2015-10-29,2
2015-10-30,15
2015-10-31,9
2015-11-01,26
2015-11-02,5
2015-11-03,19
2015-11-04,12
2015-11-05,8
2015-11-06,6
2015-11-07,12
2015-11-08,1
2015-11-09,21
2015-11-10,6
2015-11-11,18
2015-11-12,10
2015-11-13,40
2015-11-14,1
2015-11-15,27
2015-11-17,5
2015-11-18,2
2015-11-19,6
2015-11-20,17
2015-11-21,5
2015-11-22,12
2015-11-23,4
2015-11-24,20
2015-11-25,5
2015-11-26,11
2015-11-27,7
2015-11-29,2
2015-11-30,2
2015-12-01,5
2015-12-02,2
2015-12-03,43
2015-12-04,12
2015-12-05,10
2015-12-06,28
2015-12-09,5
2015-12-10,2
2015-12-11,17
2015-12-12,2
2015-12-13,1
2015-12-18,24
2015-12-19,10
2015-12-20,66
2015-12-23,13
2015-12-24,65
2015-12-25,24
2015-12-26,1
2015-12-27,4
2015-12-28,1
2015-12-30,88
2015-12-31,6
2016-01-01,53
2016-01-02,14
2016-01-03,15
2016-01-04,4
2016-01-05,10
2016-01-06,10
2016-01-07,56
2016-01-08,56
2016-01-09,62
2016-01-10,1
2016-01-11,5
2016-01-12,8
2016-01-13,2
2016-01-14,5
2016-01-15,35
2016-01-16,13
2016-01-18,19
2016-01-19,8
2016-01-20,6
2016-01-21,5
2016-01-22,15
2016-01-23,7
2016-01-24,4
2016-01-25,17
2016-01-26,3
2016-01-27,1
2016-01-29,31
2016-01-30,13
2016-01-31,3
2016-02-01,19
2016-02-02,2
2016-02-03,2
2016-02-04,2
2016-02-05,23
2016-02-07,3
2016-02-08,57
2016-02-09,3
2016-02-10,2
2016-02-11,1
2016-02-12,15
2016-02-14,14
2016-02-15,2
2016-02-16,3
2016-02-17,20
2016-02-18,17
2016-02-19,19
2016-02-20,2
2016-02-21,17
2016-02-22,3
2016-02-23,4
2016-02-24,2
2016-02-28,7
2016-02-29,5
2016-03-01,3
2016-03-02,5
2016-03-03,13
2016-03-04,20
2016-03-05,4
2016-03-06,1
2016-03-08,1
2016-03-09,5
2016-03-10,1
2016-03-11,1
2016-03-13,1
2016-03-16,5
2016-03-17,1
2016-03-20,10
2016-03-22,1
2016-03-24,8
2016-03-25,1
2016-03-26,8
2016-03-27,16
2016-03-28,10
2016-03-29,1
2016-03-30,32
2016-04-01,2
2016-04-02,3
2016-04-03,1
2016-04-04,5
2016-04-05,1
2016-04-06,11
2016-04-08,56
2016-04-09,5
2016-04-10,6
2016-04-12,1
2016-04-13,10
2016-04-14,3
2016-04-15,27
2016-04-16,38
2016-04-17,14
2016-04-18,9
2016-04-19,2
2016-04-22,7
2016-04-24,1
2016-04-25,27
2016-04-26,1
2016-04-27,30
2016-04-28,73
2016-04-29,44
2016-04-30,10
2016-05-01,17
2016-05-02,49
2016-05-03,26
2016-05-04,18
2016-05-05,13
2016-05-06,12
2016-05-07,17
2016-05-08,23
2016-05-09,1
2016-05-10,2
2016-05-14,35
2016-05-15,5
2016-05-16,4
2016-05-17,28
2016-05-18,1
2016-05-19,22
2016-05-20,3
2016-05-21,11
2016-05-23,19
2016-05-24,5
2016-05-25,13
2016-05-28,18
2016-05-29,40
2016-05-30,30
2016-05-31,5
2016-06-01,13
2016-06-02,6
2016-06-03,6
2016-06-04,113
2016-06-05,25
2016-06-06,2
2016-06-07,15
2016-06-08,1
2016-06-09,27
2016-06-10,21
2016-06-11,8
2016-06-12,1
2016-06-13,7
2016-06-14,5
2016-06-15,2
2016-06-17,52
2016-06-22,17
2016-06-26,5
2016-06-27,1
2016-06-28,8
2016-06-29,2
2016-06-30,2
2016-07-01,2
2016-07-03,3
2016-07-04,2
2016-07-06,5
2016-07-08,7
2016-07-09,2
2016-07-10,4
2016-07-12,77
2016-07-13,1
2016-07-14,36
2016-07-16,2
2016-07-20,2
2016-07-21,1
2016-07-22,1
2016-07-23,1
2016-07-25,1
2016-07-27,25
2016-07-30,49
2016-07-31,9
2016-08-01,1
2016-08-03,23
2016-08-04,8
2016-08-05,1
2016-08-06,3
2016-08-07,2
2016-08-08,21
2016-08-09,2
2016-08-12,1
2016-08-13,1
2016-08-14,1
2016-08-15,1
2016-08-18,5
2016-08-19,3
2016-08-20,4
2016-08-21,2
2016-08-22,7
2016-08-25,3
2016-08-27,2
2016-08-28,2
2016-08-29,1
2016-08-31,6
2016-09-01,3
2016-09-02,5
2016-09-03,15
2016-09-04,2
2016-09-05,8
2016-09-06,27
2016-09-12,2
2016-09-13,8
2016-09-14,5
2016-09-15,3
2016-09-16,6
2016-09-19,2
2016-09-22,1
2016-09-23,10
2016-09-25,4
2016-09-26,1
2016-09-27,3
2016-09-28,1
2016-09-30,3
2016-10-01,3
2016-10-03,1
2016-10-07,2
2016-10-08,4
2016-10-09,4
2016-10-10,1
2016-10-12,1
2016-10-16,3
2016-10-20,1
2016-10-22,1
2016-10-26,8
2016-10-27,1
2016-10-28,2
2016-10-30,1
2016-10-31,2
2016-11-02,5
2016-11-05,2
2016-11-06,1
2016-11-10,1
2016-11-11,1
2016-11-12,2
2016-11-20,2
2016-11-24,1
2016-11-25,4
2016-11-27,3
2016-11-28,6
2016-11-29,1
2016-11-30,7
2016-12-01,1
2016-12-05,20
2016-12-07,1
2016-12-08,7
2016-12-09,1
2016-12-13,88
2016-12-17,4
2016-12-20,22
2016-12-22,9
2016-12-23,13
2016-12-24,15
2016-12-25,4
2016-12-26,15
2016-12-28,1
2016-12-29,3
2016-12-30,2
2016-12-31,16
2017-01-01,3
2017-01-03,2
2017-01-06,2
2017-01-09,4
2017-01-10,9
2017-01-11,1
2017-01-12,3
2017-01-13,10
2017-01-14,1
2017-01-16,1
2017-01-18,1
2017-01-19,16
2017-01-20,1
2017-01-23,1
2017-01-24,8
2017-01-25,2
2017-01-26,7
2017-01-27,1
2017-01-31,1
2017-02-03,5
2017-02-04,3
2017-02-05,3
2017-02-07,6
2017-02-08,1
2017-02-09,1
2017-02-10,1
2017-02-11,10
2017-02-12,7
2017-02-14,1
2017-02-15,28
2017-02-16,24
2017-02-17,1
2017-02-18,6
2017-02-19,1
2017-02-20,1
2017-02-21,21
2017-02-22,14
2017-02-23,4
2017-02-26,1
2017-02-28,1
2017-03-01,1
2017-03-06,1
2017-03-07,2
2017-03-09,1
2017-03-10,2
2017-03-11,4
2017-03-12,12
2017-03-13,2
2017-03-14,7
2017-03-15,3
2017-03-16,2
2017-03-18,6
2017-03-19,1
2017-03-21,1
2017-03-23,2
2017-03-24,1
2017-03-25,2
2017-03-26,1
2017-03-27,2
2017-03-28,5
2017-03-29,2
2017-03-30,9
2017-03-31,18
2017-04-01,1
2017-04-02,10
2017-04-03,23
2017-04-04,65
2017-04-06,15
2017-04-08,1
2017-04-09,2
2017-04-11,2
2017-04-14,1
2017-04-18,1
2017-04-19,1
2017-04-20,2
2017-04-21,44
2017-04-22,85
2017-04-23,1
2017-04-27,5
2017-04-30,1
2017-05-01,1
2017-05-03,2
2017-05-04,5
2017-05-05,4
2017-05-06,14
2017-05-08,3
2017-05-10,1
2017-05-11,4
2017-05-12,6
2017-05-14,72
2017-05-20,6
2017-05-21,10
2017-05-25,3
2017-05-26,4
2017-05-28,10
2017-05-29,12
2017-06-06,5
2017-06-09,23
2017-06-10,6
2017-06-11,2
2017-06-13,1
2017-06-14,3
2017-06-15,1
2017-06-17,1
2017-06-18,3
2017-06-20,2
2017-06-22,1
2017-06-23,3
2017-06-24,11
2017-06-25,5
2017-06-26,3
2017-06-28,6
2017-06-30,7
2017-07-01,15
2017-07-02,13
2017-07-03,14
2017-07-05,8
2017-07-06,4
2017-07-07,2
2017-07-09,4
2017-07-10,22
2017-07-11,4
2017-07-13,3
2017-07-16,9
2017-07-17,9
2017-07-18,35
2017-07-19,8
2017-07-21,2
2017-07-23,1
2017-07-24,6
2017-07-25,2
2017-07-26,8
2017-07-27,11
2017-07-28,7
2017-07-29,1
2017-07-31,5
2017-08-02,7
2017-08-05,60
2017-08-06,8
2017-08-07,4
2017-08-08,5
2017-08-09,59
2017-08-10,44
2017-08-12,5
2017-08-20,8
2017-08-21,16
2017-08-22,3
2017-08-27,12
2017-08-29,1
2017-08-30,8
2017-09-01,230
2017-09-02,149
2017-09-03,55
2017-09-04,32
2017-09-05,59
2017-09-06,8
2017-09-11,1
2017-09-13,2
2017-09-16,25
2017-09-17,2
2017-09-20,4
2017-09-22,1
2017-09-23,5
2017-09-24,13
2017-09-26,2
2017-09-29,1
2017-09-30,2
2017-10-01,18
2017-10-03,6
2017-10-09,4
2017-10-10,2
2017-10-17,1
2017-10-21,1
2017-10-23,51
2017-10-24,1
2017-10-25,1
2017-10-26,4
2017-10-30,3
2017-11-04,1
2017-11-07,1
2017-11-10,5
2017-11-16,1
2017-11-25,1
2017-11-27,3
2017-12-04,2
2017-12-06,23
2017-12-07,7
2017-12-08,1
2017-12-17,5
2017-12-20,1
2017-12-22,9
2017-12-24,5
2017-12-26,3
2017-12-27,5
2017-12-28,13
2017-12-29,3
2017-12-30,4
2017-12-31,13
2018-01-01,30
2018-01-02,1
2018-01-03,7
2018-01-04,3
2018-01-05,2
2018-01-07,2
2018-01-08,2
2018-01-09,4
2018-01-10,1
2018-01-11,2
2018-01-13,13
2018-01-14,74
2018-01-16,4
2018-01-17,1
2018-01-18,1
2018-01-19,3
2018-01-20,3
2018-01-21,3
2018-01-22,1
2018-01-24,3
2018-01-26,1
2018-01-27,3
2018-01-29,3
2018-01-30,15
2018-02-01,14
2018-02-02,1
2018-02-04,9
2018-02-05,2
2018-02-07,1
2018-02-10,4
2018-02-11,19
2018-02-12,2
2018-02-13,1
2018-02-14,7
2018-02-15,10
2018-02-16,38
2018-02-17,6
2018-02-18,5
2018-02-19,3
2018-02-20,75
2018-02-21,42
2018-02-22,79
2018-02-23,24
2018-02-24,104
2018-02-25,48
2018-02-26,19
2018-03-01,12
2018-03-02,4
2018-03-03,4
2018-03-04,3
2018-03-05,4
2018-03-06,36
2018-03-07,10
2018-03-08,20
2018-03-09,1
2018-03-10,1
2018-03-11,10
2018-03-12,7
2018-03-13,2
2018-03-14,10
2018-03-16,11
2018-03-17,2
2018-03-18,1
2018-03-19,5
2018-03-21,9
2018-03-23,4
2018-03-24,5
2018-03-25,1
2018-03-26,1
2018-03-27,4
2018-03-28,3
2018-03-29,14
2018-03-30,18
2018-03-31,20
2018-04-01,59
2018-04-02,29
2018-04-03,24
2018-04-05,4
2018-04-07,1
2018-04-08,1
2018-04-10,1
2018-04-11,1
2018-04-12,2
2018-04-15,5
2018-04-16,2
2018-04-17,13
2018-04-18,2
2018-04-19,5
2018-04-20,2
2018-04-21,6
2018-04-22,1
2018-04-23,13
2018-04-24,1
2018-04-25,80
2018-04-28,61
2018-04-30,1
2018-05-01,2
2018-05-02,2
2018-05-04,7
2018-05-05,14
2018-05-06,53
2018-05-07,6
2018-05-08,1
2018-05-09,2
2018-05-11,3
2018-05-12,16
2018-05-13,3
2018-05-14,5
2018-05-15,21
2018-05-16,8
2018-05-17,10
2018-05-18,35
2018-05-20,16
2018-05-21,4
2018-05-22,1
2018-05-23,13
2018-05-24,3
2018-05-25,22
2018-05-26,13
2018-05-27,15
2018-05-28,2
2018-05-29,9
2018-05-31,1
2018-06-01,1
2018-06-02,2
2018-06-04,1
2018-06-05,9
2018-06-06,7
2018-06-07,9
2018-06-08,23
2018-06-09,47
2018-06-10,21
2018-06-11,18
2018-06-12,13
2018-06-14,1
2018-06-15,5
2018-06-16,2
2018-06-17,13
2018-06-18,8
2018-06-19,7
2018-06-20,2
2018-06-21,1
2018-06-22,14
2018-06-23,20
2018-06-24,21
2018-06-25,11
2018-06-26,3
2018-06-27,7
2018-06-28,14
2018-06-29,26
2018-06-30,51
2018-07-01,182
2018-07-02,6
2018-07-03,1
2018-07-04,4
2018-07-05,11
2018-07-06,21
2018-07-07,2
2018-07-09,4
2018-07-10,6
2018-07-13,8
2018-07-15,3
2018-07-17,18
2018-07-18,17
2018-07-19,1
2018-07-20,33
2018-07-21,1
2018-07-23,1
2018-07-27,5
2018-07-28,1
2018-07-29,20
2018-07-31,1
2018-08-01,13
2018-08-02,1
2018-08-03,1
2018-08-04,17
2018-08-05,280
2018-08-06,5
2018-08-07,3
2018-08-10,11
2018-08-11,3
2018-08-12,11
2018-08-13,3
2018-08-15,47
2018-08-16,2
2018-08-18,136
2018-08-19,10
2018-08-22,4
2018-08-23,1
2018-08-24,1
2018-08-25,1
2018-08-26,2
2018-08-27,3
2018-08-28,2
2018-08-29,1
2018-08-30,7
2018-08-31,4
2018-09-02,1
2018-09-03,3
2018-09-04,4
2018-09-05,5
2018-09-06,90
2018-09-07,6
2018-09-08,1
2018-09-10,3
2018-09-11,9
2018-09-13,3
2018-09-14,7
2018-09-15,1
2018-09-17,1
2018-09-19,9
2018-09-20,1
2018-09-21,4
2018-09-22,6
2018-09-23,11
2018-09-24,1
2018-09-25,4
2018-09-26,9
2018-09-28,6
2018-09-29,28
2018-09-30,169
2018-10-02,4
2018-10-03,2
2018-10-04,1
2018-10-05,3
2018-10-06,10
2018-10-07,44
2018-10-08,1
2018-10-09,9
2018-10-10,2
2018-10-11,2
2018-10-12,8
2018-10-13,1
2018-10-14,5
2018-10-16,3
2018-10-17,4
2018-10-18,5
2018-10-19,1
2018-10-20,22
2018-10-21,13
2018-10-22,9
2018-10-23,5
2018-10-24,3
2018-10-25,4
2018-10-26,6
2018-10-27,13
2018-10-30,2
2018-10-31,4
2018-11-01,6
2018-11-02,12
2018-11-03,51
2018-11-04,15
2018-11-05,12
2018-11-06,13
2018-11-07,10
2018-11-08,3
2018-11-10,10
2018-11-11,18
2018-11-12,6
2018-11-13,4
2018-11-14,9
2018-11-15,12
2018-11-16,5
2018-11-17,11
2018-11-18,1
2018-11-19,10
2018-11-20,8
2018-11-21,4
2018-11-22,1
2018-11-23,4
2018-11-24,8
2018-11-25,1
2018-11-26,4
2018-11-27,2
2018-11-28,7
2018-11-29,23
2018-12-01,10
2018-12-02,4
2018-12-03,17
2018-12-04,9
2018-12-05,2
2018-12-06,12
2018-12-07,9
2018-12-08,42
2018-12-09,13
2018-12-10,27
2018-12-11,3
2018-12-12,16
2018-12-13,11
2018-12-14,42
2018-12-15,4
2018-12-16,11
2018-12-18,3
2018-12-19,6
2018-12-20,25
2018-12-21,5
2018-12-22,46
2018-12-23,5
2018-12-24,14
2018-12-25,38
2018-12-26,12
2018-12-27,1
2018-12-29,1
2018-12-30,3
2019-01-02,9
2019-01-04,21
2019-01-05,3
2019-01-06,3
